contrast,ratio,SE,df,null,z.ratio,p.value,rep,beta_0,beta_s,beta_l,beta_t,beta_sl,beta_st,beta_lt,beta_slt,sigma
(switch / repetition incongruent) / (switch / repetition neutral),1.0719393935683400,0.012439381980114500,Inf,1,5.986400356012360,2.14535917191979E-09,392,6.945,0.0875,-0.0171,0.041,0.0101,0.011,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0539025272912600,0.012196487434918900,Inf,1,4.536539572623030,5.71847633833932E-06,392,6.945,0.0875,-0.0171,0.041,0.0101,0.012,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0729219554279600,0.011042796960521800,Inf,1,6.838701384310010,7.99142661928996E-12,392,6.945,0.0875,-0.0171,0.041,0.0101,0.013000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0456151952855800,0.011877916808532700,Inf,1,3.9266229362142800,8.61468704352497E-05,392,6.945,0.0875,-0.0171,0.041,0.0101,0.014,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0651080832262600,0.01328506593797350,Inf,1,5.057035971863800,4.25822940825926E-07,392,6.945,0.0875,-0.0171,0.041,0.0101,0.015,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9965435417091750,0.013375368200457000,Inf,1,-0.257972550197573,0.7964280921350800,393,6.945,0.0875,-0.0171,0.041,0.0101,0,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0168605138674100,0.011837804695467100,Inf,1,1.4362342168406100,0.15093570560653000,393,6.945,0.0875,-0.0171,0.041,0.0101,0.001,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.001448375781980,0.010263259407507200,Inf,1,0.14122454812831100,0.887692553819783,393,6.945,0.0875,-0.0171,0.041,0.0101,0.002,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0124979159858700,0.01355792068240320,Inf,1,0.9275531176525360,0.35363942627771800,393,6.945,0.0875,-0.0171,0.041,0.0101,0.003,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0134234246813100,0.012504768670643400,Inf,1,1.0806372162722600,0.2798585209492020,393,6.945,0.0875,-0.0171,0.041,0.0101,0.004,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0241020989464400,0.012090917224895800,Inf,1,2.017237259262680,0.043670759530220400,393,6.945,0.0875,-0.0171,0.041,0.0101,0.005,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.019474882833280,0.012873678922334900,Inf,1,1.5274032612028200,0.12666076601511900,393,6.945,0.0875,-0.0171,0.041,0.0101,0.006,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0402960239046800,0.012042870240392400,Inf,1,3.4125766663817300,6.4351822955754E-04,393,6.945,0.0875,-0.0171,0.041,0.0101,0.007,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0390976328733400,0.012069993173081500,Inf,1,3.301756188803320,9.60815473537599E-04,393,6.945,0.0875,-0.0171,0.041,0.0101,0.008,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0230331672781600,0.013206932509719200,Inf,1,1.7639536792785800,0.07773977815755770,393,6.945,0.0875,-0.0171,0.041,0.0101,0.009000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0367734815415200,0.011310890399132100,Inf,1,3.3102157070733000,9.32240987588207E-04,393,6.945,0.0875,-0.0171,0.041,0.0101,0.01,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0376125733472000,0.010535374731075200,Inf,1,3.636436464697180,2.76435786244726E-04,393,6.945,0.0875,-0.0171,0.041,0.0101,0.011,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0288501968220200,0.012251092612585300,Inf,1,2.3885558015853300,0.01691473942599230,393,6.945,0.0875,-0.0171,0.041,0.0101,0.012,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0394752483504700,0.012491379579095800,Inf,1,3.221769144879550,0.0012740174141312100,393,6.945,0.0875,-0.0171,0.041,0.0101,0.013000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.040076680755680,0.01215843951738510,Inf,1,3.3613880035677,7.75518001448449E-04,393,6.945,0.0875,-0.0171,0.041,0.0101,0.014,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0565863621469100,0.012268194274986800,Inf,1,4.740550815898780,2.13137986027287E-06,393,6.945,0.0875,-0.0171,0.041,0.0101,0.015,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9900293933208180,0.010619407026384500,Inf,1,-0.9342079200753210,0.3501966510659340,394,6.945,0.0875,-0.0171,0.041,0.0101,0,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9931624936812100,0.010674718504991900,Inf,1,-0.6383378736506990,0.5232537629444240,394,6.945,0.0875,-0.0171,0.041,0.0101,0.001,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9904746952273650,0.01236394956311030,Inf,1,-0.7667286475105660,0.4432428672943970,394,6.945,0.0875,-0.0171,0.041,0.0101,0.002,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0118135398333600,0.010980725367880000,Inf,1,1.082173183119850,0.27917558205355800,394,6.945,0.0875,-0.0171,0.041,0.0101,0.003,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0058417771518100,0.011627348192922300,Inf,1,0.5038816336301060,0.6143445576638660,394,6.945,0.0875,-0.0171,0.041,0.0101,0.004,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0196524794584300,0.013756315558735700,Inf,1,1.4425618984969400,0.14914392303669100,394,6.945,0.0875,-0.0171,0.041,0.0101,0.005,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.032573708626790,0.01241532065855650,Inf,1,2.6659451203589300,0.007677222428731000,394,6.945,0.0875,-0.0171,0.041,0.0101,0.006,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.013565362059660,0.01283063811789030,Inf,1,1.0644021138886300,0.2871465765848520,394,6.945,0.0875,-0.0171,0.041,0.0101,0.007,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0221083363440600,0.01325251424661250,Inf,1,1.6865436875721400,0.09169112783886450,394,6.945,0.0875,-0.0171,0.041,0.0101,0.008,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0106194745547100,0.013258036546387200,Inf,1,0.8052219943441680,0.4206915865142920,394,6.945,0.0875,-0.0171,0.041,0.0101,0.009000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0296281574309500,0.011546018497655100,Inf,1,2.603737353513640,0.009221339255916730,394,6.945,0.0875,-0.0171,0.041,0.0101,0.01,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0361980187239600,0.012058047914852900,Inf,1,3.05566890092704,0.002245590837911300,394,6.945,0.0875,-0.0171,0.041,0.0101,0.011,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.06259610531799,0.011708884603255600,Inf,1,5.509969470098150,3.58895941649839E-08,394,6.945,0.0875,-0.0171,0.041,0.0101,0.012,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0596057166499100,0.01235088993249630,Inf,1,4.9670799817096000,6.79685605777697E-07,394,6.945,0.0875,-0.0171,0.041,0.0101,0.013000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0945248471613900,0.01608060243960550,Inf,1,6.147646285308920,7.86411615175198E-10,394,6.945,0.0875,-0.0171,0.041,0.0101,0.014,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0790456998629700,0.01151882615442060,Inf,1,7.1266464999803200,1.02843769008144E-12,394,6.945,0.0875,-0.0171,0.041,0.0101,0.015,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0112613510791300,0.011101328944724100,Inf,1,1.020105201558140,0.30767857012070800,395,6.945,0.0875,-0.0171,0.041,0.0101,0,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.000140366059200,0.012300481851630400,Inf,1,0.011412228541103700,0.9908945566903730,395,6.945,0.0875,-0.0171,0.041,0.0101,0.001,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0233435328149000,0.01302725676265100,Inf,1,1.8126531048838500,0.06988534162342680,395,6.945,0.0875,-0.0171,0.041,0.0101,0.002,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0321591258492300,0.01184949541290450,Inf,1,2.757144809591190,0.005830852274502520,395,6.945,0.0875,-0.0171,0.041,0.0101,0.003,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0178126299760400,0.011318834094296500,Inf,1,1.5876494928295200,0.11236561993311900,395,6.945,0.0875,-0.0171,0.041,0.0101,0.004,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0193779733432800,0.012688843983532000,Inf,1,1.5418682074238500,0.12310562310155900,395,6.945,0.0875,-0.0171,0.041,0.0101,0.005,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.054591947344540,0.014533630846808000,Inf,1,3.8569637907952800,1.1480416081889E-04,395,6.945,0.0875,-0.0171,0.041,0.0101,0.006,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0447693972338800,0.013013863692037300,Inf,1,3.5160132768709900,4.38079076556162E-04,395,6.945,0.0875,-0.0171,0.041,0.0101,0.007,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0394970809277500,0.014858258682829500,Inf,1,2.7100766140542900,0.006726766808489170,395,6.945,0.0875,-0.0171,0.041,0.0101,0.008,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0316532450969000,0.013072180416828900,Inf,1,2.4593452983084400,0.013919067170674700,395,6.945,0.0875,-0.0171,0.041,0.0101,0.009000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0284802599305100,0.012937850413572000,Inf,1,2.2323666870116000,0.02559073766824630,395,6.945,0.0875,-0.0171,0.041,0.0101,0.01,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0576221034117600,0.01450736132820350,Inf,1,4.084220169861870,4.42250844669573E-05,395,6.945,0.0875,-0.0171,0.041,0.0101,0.011,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.052728468250500,0.013177014339566000,Inf,1,4.10523989730961,4.03895509702407E-05,395,6.945,0.0875,-0.0171,0.041,0.0101,0.012,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0466101310168700,0.012630553829916000,Inf,1,3.7749642396075100,1.60030619054843E-04,395,6.945,0.0875,-0.0171,0.041,0.0101,0.013000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.04722279040146,0.012285101826471800,Inf,1,3.9332712905719700,8.37975696858501E-05,395,6.945,0.0875,-0.0171,0.041,0.0101,0.014,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0810973744317200,0.01194016928694430,Inf,1,7.0602274755980900,1.66230255139745E-12,395,6.945,0.0875,-0.0171,0.041,0.0101,0.015,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0066855627902500,0.011696391545699800,Inf,1,0.573498373489376,0.5663073000749600,396,6.945,0.0875,-0.0171,0.041,0.0101,0,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9870890945149080,0.01005957085129370,Inf,1,-1.275123850831510,0.20226540863602200,396,6.945,0.0875,-0.0171,0.041,0.0101,0.001,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0189832510000500,0.011648452330799100,Inf,1,1.645051455688090,0.09995920025185960,396,6.945,0.0875,-0.0171,0.041,0.0101,0.002,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0060029637148400,0.012889913832097900,Inf,1,0.4671051827340600,0.6404246263526060,396,6.945,0.0875,-0.0171,0.041,0.0101,0.003,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0145141349002800,0.011945737294537800,Inf,1,1.2237803888095000,0.22103508432232700,396,6.945,0.0875,-0.0171,0.041,0.0101,0.004,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0236045633970500,0.010834053034465000,Inf,1,2.204252144318650,0.027506616457523500,396,6.945,0.0875,-0.0171,0.041,0.0101,0.005,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0091990083945200,0.010513767933834500,Inf,1,0.878960823986693,0.37942251761737200,396,6.945,0.0875,-0.0171,0.041,0.0101,0.006,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0187972510951800,0.013167030454951000,Inf,1,1.4409340673174800,0.1496033104934720,396,6.945,0.0875,-0.0171,0.041,0.0101,0.007,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.041291479327310,0.012111253436578600,Inf,1,3.4787873542516600,5.0368809769725E-04,396,6.945,0.0875,-0.0171,0.041,0.0101,0.008,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0366299162041700,0.011076251807555800,Inf,1,3.3669103654238700,7.60153913879418E-04,396,6.945,0.0875,-0.0171,0.041,0.0101,0.009000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.049715138608090,0.012500097088754100,Inf,1,4.074444449090460,4.61243210350816E-05,396,6.945,0.0875,-0.0171,0.041,0.0101,0.01,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0475369964025600,0.010826405932469900,Inf,1,4.493586306574310,7.00336185850617E-06,396,6.945,0.0875,-0.0171,0.041,0.0101,0.011,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0371497369498400,0.014450735966196200,Inf,1,2.6179565324709000,0.008845807239819570,396,6.945,0.0875,-0.0171,0.041,0.0101,0.012,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0544468967836500,0.011848940123339900,Inf,1,4.717969434653530,2.38210271562057E-06,396,6.945,0.0875,-0.0171,0.041,0.0101,0.013000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0731375020377600,0.011897327266792000,Inf,1,6.366903156165530,1.92882872640042E-10,396,6.945,0.0875,-0.0171,0.041,0.0101,0.014,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0498150413051500,0.012735913354300400,Inf,1,4.007227780961460,6.14356070661939E-05,396,6.945,0.0875,-0.0171,0.041,0.0101,0.015,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0060128736675200,0.012755877684752300,Inf,1,0.4727949748150230,0.6363594595970750,397,6.945,0.0875,-0.0171,0.041,0.0101,0,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9986648750495470,0.011589904024624300,Inf,1,-0.11512030396283100,0.9083497666608520,397,6.945,0.0875,-0.0171,0.041,0.0101,0.001,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.005051998725340,0.011702361764481000,Inf,1,0.4327962796615460,0.6651627763577470,397,6.945,0.0875,-0.0171,0.041,0.0101,0.002,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9903148668675960,0.010716666199360900,Inf,1,-0.8993543234309610,0.3684639605488510,397,6.945,0.0875,-0.0171,0.041,0.0101,0.003,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0212613420214100,0.012234251257878600,Inf,1,1.7561989589117400,0.07905444241682830,397,6.945,0.0875,-0.0171,0.041,0.0101,0.004,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.029655645820310,0.010462187529393900,Inf,1,2.8761758396018400,0.00402525406058447,397,6.945,0.0875,-0.0171,0.041,0.0101,0.005,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0256133318277900,0.011686958165365400,Inf,1,2.2194473185390600,0.026456307498889000,397,6.945,0.0875,-0.0171,0.041,0.0101,0.006,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.029392129543590,0.014697128836083500,Inf,1,2.028961416187520,0.042462220395036200,397,6.945,0.0875,-0.0171,0.041,0.0101,0.007,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0300298987243500,0.011780351466204800,Inf,1,2.5870492340566600,0.009680175952960980,397,6.945,0.0875,-0.0171,0.041,0.0101,0.008,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0697019714834100,0.01147434590058250,Inf,1,6.281543477706320,3.35228019548346E-10,397,6.945,0.0875,-0.0171,0.041,0.0101,0.009000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0576116235297200,0.012305550540299000,Inf,1,4.814103246225280,1.47862351719724E-06,397,6.945,0.0875,-0.0171,0.041,0.0101,0.01,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0296146566862800,0.01041817243085580,Inf,1,2.8842779286823,0.003923123462402130,397,6.945,0.0875,-0.0171,0.041,0.0101,0.011,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0551407620070400,0.010654200498898600,Inf,1,5.315632742020830,1.06287332305555E-07,397,6.945,0.0875,-0.0171,0.041,0.0101,0.012,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0725449864791200,0.012169665915627500,Inf,1,6.172310351880520,6.72992304807167E-10,397,6.945,0.0875,-0.0171,0.041,0.0101,0.013000000000000000,0.0152,0.00127,0.22
