contrast,ratio,SE,df,null,z.ratio,p.value,rep,beta_0,beta_s,beta_l,beta_t,beta_sl,beta_st,beta_lt,beta_slt,sigma
(switch / repetition incongruent) / (switch / repetition neutral),1.0488347710489300,0.01120588099923500,Inf,1,4.462677991083760,8.09416439221979E-06,384,6.945,0.0875,-0.0171,0.041,0.0101,0.014,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.063542501697660,0.013181406513599800,Inf,1,4.970628502648850,6.67362127152327E-07,384,6.945,0.0875,-0.0171,0.041,0.0101,0.015,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9788467165352460,0.0137200269728943,Inf,1,-1.5253583946429700,0.1271697301120410,385,6.945,0.0875,-0.0171,0.041,0.0101,0,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.002895284944360,0.013095215601054800,Inf,1,0.2214146243143790,0.8247696064396380,385,6.945,0.0875,-0.0171,0.041,0.0101,0.001,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0112929671914000,0.012123381831936000,Inf,1,0.9367430816708490,0.3488907297403060,385,6.945,0.0875,-0.0171,0.041,0.0101,0.002,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.022975654100850,0.011461004646072300,Inf,1,2.0275356885962200,0.042607658466266800,385,6.945,0.0875,-0.0171,0.041,0.0101,0.003,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.025117185982670,0.01174167744476850,Inf,1,2.1657905639157300,0.030327194738157800,385,6.945,0.0875,-0.0171,0.041,0.0101,0.004,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0241754450239600,0.011336904212845900,Inf,1,2.158026900135430,0.03092574040816470,385,6.945,0.0875,-0.0171,0.041,0.0101,0.005,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.021800775940730,0.012567907923589900,Inf,1,1.7534107253061700,0.07953153132413090,385,6.945,0.0875,-0.0171,0.041,0.0101,0.006,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0238275346946400,0.010610148762932500,Inf,1,2.2722756047854200,0.023069869298476900,385,6.945,0.0875,-0.0171,0.041,0.0101,0.007,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0134137704795800,0.010615933301200600,Inf,1,1.2719875998779000,0.20337752510898300,385,6.945,0.0875,-0.0171,0.041,0.0101,0.008,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0389416291894100,0.013516310137616500,Inf,1,2.9364670625775500,0.0033197407222592000,385,6.945,0.0875,-0.0171,0.041,0.0101,0.009000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0251073846881600,0.011875076556899700,Inf,1,2.1406152377128500,0.03230507896221400,385,6.945,0.0875,-0.0171,0.041,0.0101,0.01,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0476334463209800,0.011655978091559000,Inf,1,4.182430914028440,2.88408671251808E-05,385,6.945,0.0875,-0.0171,0.041,0.0101,0.011,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0543666462138000,0.012238110012476200,Inf,1,4.561033947962860,5.09023497749574E-06,385,6.945,0.0875,-0.0171,0.041,0.0101,0.012,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0767433651058400,0.01134721383609270,Inf,1,7.016310051640660,2.27804239814839E-12,385,6.945,0.0875,-0.0171,0.041,0.0101,0.013000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0681771928040700,0.014460151625947600,Inf,1,4.872021631138930,1.10462071230821E-06,385,6.945,0.0875,-0.0171,0.041,0.0101,0.014,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.096945146548530,0.013648872208428100,Inf,1,7.436470205076100,1.03411277559849E-13,385,6.945,0.0875,-0.0171,0.041,0.0101,0.015,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0102926275630100,0.010452145933853100,Inf,1,0.989788692072056,0.32227741306212600,386,6.945,0.0875,-0.0171,0.041,0.0101,0,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9903243440210450,0.012291498447337300,Inf,1,-0.7833621878154440,0.4334144540485900,386,6.945,0.0875,-0.0171,0.041,0.0101,0.001,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0138093392322500,0.011431802016630300,Inf,1,1.2162782596082800,0.22387894035898300,386,6.945,0.0875,-0.0171,0.041,0.0101,0.002,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0080393941339500,0.012957928848062000,Inf,1,0.6229100270488970,0.5333436484605550,386,6.945,0.0875,-0.0171,0.041,0.0101,0.003,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0130273767134700,0.011140525969316800,Inf,1,1.1769522299321600,0.2392145734895310,386,6.945,0.0875,-0.0171,0.041,0.0101,0.004,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0165972444676600,0.012157104503564000,Inf,1,1.3764974203304500,0.16866768543363100,386,6.945,0.0875,-0.0171,0.041,0.0101,0.005,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0268676578836100,0.011823416518769900,Inf,1,2.302668065545720,0.02129752627845260,386,6.945,0.0875,-0.0171,0.041,0.0101,0.006,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0209317722107800,0.010567492107141100,Inf,1,2.001357449308290,0.04535388273596560,386,6.945,0.0875,-0.0171,0.041,0.0101,0.007,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0255030131676800,0.011194059996168600,Inf,1,2.3070704638195700,0.021050892218393500,386,6.945,0.0875,-0.0171,0.041,0.0101,0.008,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0335274628444500,0.01136342105268220,Inf,1,2.9993898823789900,0.002705208912745170,386,6.945,0.0875,-0.0171,0.041,0.0101,0.009000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0255459852240600,0.011254608648402000,Inf,1,2.298573067064320,0.02152919438616050,386,6.945,0.0875,-0.0171,0.041,0.0101,0.01,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0514040392233100,0.012763262200779000,Inf,1,4.129285474586970,3.63892353808286E-05,386,6.945,0.0875,-0.0171,0.041,0.0101,0.011,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0431674956386500,0.012609505005605600,Inf,1,3.4962583716184700,4.71831599425341E-04,386,6.945,0.0875,-0.0171,0.041,0.0101,0.012,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.053672777157820,0.014244186611023500,Inf,1,3.8674065733975800,1.09998949365145E-04,386,6.945,0.0875,-0.0171,0.041,0.0101,0.013000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0379106643200600,0.012139558020484400,Inf,1,3.181364660806660,0.0014658299367851500,386,6.945,0.0875,-0.0171,0.041,0.0101,0.014,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.049558469073050,0.011706164411843400,Inf,1,4.3367485834488800,1.44605868259691E-05,386,6.945,0.0875,-0.0171,0.041,0.0101,0.015,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9942843314172540,0.010890524723657400,Inf,1,-0.5233267527239200,0.600746886947227,387,6.945,0.0875,-0.0171,0.041,0.0101,0,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0063716357535200,0.012847852391135800,Inf,1,0.4975066224692960,0.6188318340192610,387,6.945,0.0875,-0.0171,0.041,0.0101,0.001,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9961364632254220,0.011283690504858000,Inf,1,-0.3417378103663030,0.7325482147703820,387,6.945,0.0875,-0.0171,0.041,0.0101,0.002,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0341220308134600,0.01060927434791420,Inf,1,3.2705042232239800,0.0010735593921153900,387,6.945,0.0875,-0.0171,0.041,0.0101,0.003,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0440720831072100,0.012739903677223000,Inf,1,3.5345083915078800,4.08534463100828E-04,387,6.945,0.0875,-0.0171,0.041,0.0101,0.004,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0286279985214400,0.01248731034600540,Inf,1,2.325074294781900,0.020067987879784500,387,6.945,0.0875,-0.0171,0.041,0.0101,0.005,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0452064687991400,0.01458389352619830,Inf,1,3.168784967170160,0.0015307760347425800,387,6.945,0.0875,-0.0171,0.041,0.0101,0.006,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0280667353278200,0.012134945875249800,Inf,1,2.345043183841880,0.019024875956073500,387,6.945,0.0875,-0.0171,0.041,0.0101,0.007,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0470551918017300,0.011983797067705400,Inf,1,4.0175346404854900,5.88101922324163E-05,387,6.945,0.0875,-0.0171,0.041,0.0101,0.008,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0284115633658500,0.010912065783712000,Inf,1,2.6403252520949700,0.008282649478148260,387,6.945,0.0875,-0.0171,0.041,0.0101,0.009000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0337644268638800,0.012811205236769500,Inf,1,2.6795399187321400,0.007372341228086020,387,6.945,0.0875,-0.0171,0.041,0.0101,0.01,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0465729334288800,0.012151084966507600,Inf,1,3.920719643307690,8.82849263145131E-05,387,6.945,0.0875,-0.0171,0.041,0.0101,0.011,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0656535922207200,0.011449169090090000,Inf,1,5.9186053719279900,3.24682961204767E-09,387,6.945,0.0875,-0.0171,0.041,0.0101,0.012,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.051842904656900,0.01297649328736350,Inf,1,4.096954995270930,4.18620247985374E-05,387,6.945,0.0875,-0.0171,0.041,0.0101,0.013000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0606420203692700,0.012501812495274800,Inf,1,4.994849124499120,5.88817817683173E-07,387,6.945,0.0875,-0.0171,0.041,0.0101,0.014,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0721322433596400,0.014122281294042100,Inf,1,5.287629065078010,1.23911928768508E-07,387,6.945,0.0875,-0.0171,0.041,0.0101,0.015,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.971959213191674,0.010084182141424400,Inf,1,-2.741314712095540,0.006119386379925810,388,6.945,0.0875,-0.0171,0.041,0.0101,0,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9933538373944890,0.012396015166555400,Inf,1,-0.5343675113417440,0.593087292040452,388,6.945,0.0875,-0.0171,0.041,0.0101,0.001,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0061193379958400,0.011689025812896700,Inf,1,0.525109890950609,0.5995068006304920,388,6.945,0.0875,-0.0171,0.041,0.0101,0.002,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0030889184856300,0.013061578903356400,Inf,1,0.23685377646075200,0.8127702307056910,388,6.945,0.0875,-0.0171,0.041,0.0101,0.003,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0184592339169200,0.010584027839832600,Inf,1,1.760064043364420,0.07839694846012420,388,6.945,0.0875,-0.0171,0.041,0.0101,0.004,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0211890307733400,0.013451727783529800,Inf,1,1.5917620145518300,0.11143818818117000,388,6.945,0.0875,-0.0171,0.041,0.0101,0.005,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0100911987486500,0.014483026844122200,Inf,1,0.7002641502042630,0.483762355817898,388,6.945,0.0875,-0.0171,0.041,0.0101,0.006,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0291973145687000,0.014099375416250600,Inf,1,2.1007644972407100,0.03566164441137530,388,6.945,0.0875,-0.0171,0.041,0.0101,0.007,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0496319142873800,0.010698158952244500,Inf,1,4.752564666042000,2.00852500171437E-06,388,6.945,0.0875,-0.0171,0.041,0.0101,0.008,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0428074712046800,0.0122043318809834,Inf,1,3.5815897420978400,3.41509786703232E-04,388,6.945,0.0875,-0.0171,0.041,0.0101,0.009000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0506722164155200,0.010968847621123800,Inf,1,4.734763693434740,2.1931046842807E-06,388,6.945,0.0875,-0.0171,0.041,0.0101,0.01,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.034153170734370,0.01115769685404290,Inf,1,3.1126371540120000,0.0018542383359192500,388,6.945,0.0875,-0.0171,0.041,0.0101,0.011,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0564760410122200,0.013034727426756500,Inf,1,4.452844211119020,8.47402395767615E-06,388,6.945,0.0875,-0.0171,0.041,0.0101,0.012,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0610620616779600,0.01190834734170320,Inf,1,5.281129240288390,1.28390080078658E-07,388,6.945,0.0875,-0.0171,0.041,0.0101,0.013000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.059326504994370,0.011378107657456700,Inf,1,5.365788374541220,8.05963965249434E-08,388,6.945,0.0875,-0.0171,0.041,0.0101,0.014,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0803752067100800,0.011992305789299100,Inf,1,6.964638333279600,3.29248479174675E-12,388,6.945,0.0875,-0.0171,0.041,0.0101,0.015,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0086356583785000,0.012117308465905800,Inf,1,0.715739706414379,0.474152088245349,389,6.945,0.0875,-0.0171,0.041,0.0101,0,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0132260480902800,0.013171153217744600,Inf,1,1.010779312363340,0.3121220667184040,389,6.945,0.0875,-0.0171,0.041,0.0101,0.001,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0100133208830800,0.01265606050601380,Inf,1,0.7951358698891500,0.4265344711763890,389,6.945,0.0875,-0.0171,0.041,0.0101,0.002,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0106289743956300,0.014294935406639700,Inf,1,0.7474859145566150,0.4547703020560580,389,6.945,0.0875,-0.0171,0.041,0.0101,0.003,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0190631978732400,0.012237451826574000,Inf,1,1.5725297367183600,0.11582774834709500,389,6.945,0.0875,-0.0171,0.041,0.0101,0.004,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0220289255784800,0.013070775259908600,Inf,1,1.7037857058537300,0.08842112939700080,389,6.945,0.0875,-0.0171,0.041,0.0101,0.005,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0419010418739800,0.011581144390272200,Inf,1,3.692802606840850,2.21796179151127E-04,389,6.945,0.0875,-0.0171,0.041,0.0101,0.006,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0297315341433200,0.013432275031704300,Inf,1,2.246023093043700,0.02470252877308970,389,6.945,0.0875,-0.0171,0.041,0.0101,0.007,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0432501313395900,0.011703442960643200,Inf,1,3.774292649596300,1.60462306698601E-04,389,6.945,0.0875,-0.0171,0.041,0.0101,0.008,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0240359876367900,0.014513835425492200,Inf,1,1.6758192658241100,0.09377359925233800,389,6.945,0.0875,-0.0171,0.041,0.0101,0.009000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0475157012776600,0.01286467019201570,Inf,1,3.77989523491141,1.56894360601156E-04,389,6.945,0.0875,-0.0171,0.041,0.0101,0.01,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0513118931850800,0.010919560935800500,Inf,1,4.817628892698840,1.4527424548939E-06,389,6.945,0.0875,-0.0171,0.041,0.0101,0.011,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0401469168469300,0.011652207612202200,Inf,1,3.5136887746218800,4.41930271771673E-04,389,6.945,0.0875,-0.0171,0.041,0.0101,0.012,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0751935865846900,0.012475304837403600,Inf,1,6.248529918762860,4.14333865339307E-10,389,6.945,0.0875,-0.0171,0.041,0.0101,0.013000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0569084960949300,0.012132405131106000,Inf,1,4.821625400090980,1.42393160895925E-06,389,6.945,0.0875,-0.0171,0.041,0.0101,0.014,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0502048264161200,0.01154906620254070,Inf,1,4.454430460698270,8.41161861478982E-06,389,6.945,0.0875,-0.0171,0.041,0.0101,0.015,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0128802283063800,0.010841304171800900,Inf,1,1.1956886716445500,0.23181807373756700,390,6.945,0.0875,-0.0171,0.041,0.0101,0,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9988630668627160,0.011439150565146900,Inf,1,-0.09933312593950350,0.9208737777747260,390,6.945,0.0875,-0.0171,0.041,0.0101,0.001,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0031514460357000,0.011151737421296100,Inf,1,0.2830416924493850,0.7771448772213140,390,6.945,0.0875,-0.0171,0.041,0.0101,0.002,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0142662267425200,0.012546873622180800,Inf,1,1.1451066845552300,0.25216496680357500,390,6.945,0.0875,-0.0171,0.041,0.0101,0.003,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.011892806216310,0.011793864873616200,Inf,1,1.0143618795747200,0.3104101070889000,390,6.945,0.0875,-0.0171,0.041,0.0101,0.004,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0176603162982200,0.012954664371472700,Inf,1,1.3752073532192800,0.1690671692818320,390,6.945,0.0875,-0.0171,0.041,0.0101,0.005,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0177444947772600,0.013955215057324000,Inf,1,1.2827466458306600,0.19958085196284100,390,6.945,0.0875,-0.0171,0.041,0.0101,0.006,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.026167035053800,0.01153410391258780,Inf,1,2.2980930662909100,0.0215564928098699,390,6.945,0.0875,-0.0171,0.041,0.0101,0.007,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0301613619891500,0.012659048996043400,Inf,1,2.4181682694833300,0.015598861470645200,390,6.945,0.0875,-0.0171,0.041,0.0101,0.008,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0240003713732100,0.011998523281132500,Inf,1,2.0240910375431200,0.042960785612046500,390,6.945,0.0875,-0.0171,0.041,0.0101,0.009000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0377866669125800,0.011799834457423300,Inf,1,3.262059066546580,0.001106060944994570,390,6.945,0.0875,-0.0171,0.041,0.0101,0.01,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0409900297846200,0.011536978727901000,Inf,1,3.6247680788307400,2.89220877200041E-04,390,6.945,0.0875,-0.0171,0.041,0.0101,0.011,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.051093664643520,0.010972107306753100,Inf,1,4.773674282386120,1.8089486329634E-06,390,6.945,0.0875,-0.0171,0.041,0.0101,0.012,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0656538589156200,0.01247168162901740,Inf,1,5.433380946532900,5.52961815931605E-08,390,6.945,0.0875,-0.0171,0.041,0.0101,0.013000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0678844683112600,0.01204359523067100,Inf,1,5.823691310013430,5.75618532940463E-09,390,6.945,0.0875,-0.0171,0.041,0.0101,0.014,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0559944719907300,0.012896612688800000,Inf,1,4.4611477325320700,8.15218652667118E-06,390,6.945,0.0875,-0.0171,0.041,0.0101,0.015,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0017765060845700,0.010591797451946600,Inf,1,0.16787359708892400,0.8666827217963110,391,6.945,0.0875,-0.0171,0.041,0.0101,0,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0121728255301100,0.014115087680803600,Inf,1,0.8676258937031050,0.38559916645292800,391,6.945,0.0875,-0.0171,0.041,0.0101,0.001,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.022347798180160,0.010507132703265400,Inf,1,2.1505077740379600,0.031515071731623400,391,6.945,0.0875,-0.0171,0.041,0.0101,0.002,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0298810927474200,0.013784215038758400,Inf,1,2.199846061514110,0.027817818686799500,391,6.945,0.0875,-0.0171,0.041,0.0101,0.003,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9958220908820430,0.012511037045512700,Inf,1,-0.33323931987866100,0.738953639677214,391,6.945,0.0875,-0.0171,0.041,0.0101,0.004,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0176231405372000,0.012384847609071300,Inf,1,1.4354253177393000,0.15116593572066500,391,6.945,0.0875,-0.0171,0.041,0.0101,0.005,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0201713388829500,0.012733123100303800,Inf,1,1.6000337006472500,0.1095911073928330,391,6.945,0.0875,-0.0171,0.041,0.0101,0.006,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.021137725483860,0.010693827235539400,Inf,1,1.9973737271693600,0.045784599676454,391,6.945,0.0875,-0.0171,0.041,0.0101,0.007,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0304768544712400,0.013857254215736600,Inf,1,2.2325221080567400,0.02558047572202780,391,6.945,0.0875,-0.0171,0.041,0.0101,0.008,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0285337888510500,0.013526131771671200,Inf,1,2.1393448088940300,0.03240775321815580,391,6.945,0.0875,-0.0171,0.041,0.0101,0.009000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0345741834245000,0.014281782443779100,Inf,1,2.462234607182220,0.013807431635080700,391,6.945,0.0875,-0.0171,0.041,0.0101,0.01,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0411603589311700,0.01227536647682920,Inf,1,3.421165296980740,6.23534220864097E-04,391,6.945,0.0875,-0.0171,0.041,0.0101,0.011,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0545822104399300,0.014394394060000600,Inf,1,3.8935597620207000,9.87838520793415E-05,391,6.945,0.0875,-0.0171,0.041,0.0101,0.012,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.041464226297400,0.011538075989254700,Inf,1,3.6671821438664000,2.45238110441473E-04,391,6.945,0.0875,-0.0171,0.041,0.0101,0.013000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0880472707608800,0.014933412568022000,Inf,1,6.148254977602980,7.83400278176573E-10,391,6.945,0.0875,-0.0171,0.041,0.0101,0.014,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.055526185757960,0.012975915540760000,Inf,1,4.3958361376327900,1.10347156794178E-05,391,6.945,0.0875,-0.0171,0.041,0.0101,0.015,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),0.9974016433320200,0.011218066369314000,Inf,1,-0.231321328139415,0.8170651785104870,392,6.945,0.0875,-0.0171,0.041,0.0101,0,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.004967385367570,0.011898324131805800,Inf,1,0.41852133068314900,0.6755659942113070,392,6.945,0.0875,-0.0171,0.041,0.0101,0.001,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0005795222878800,0.011344925074422600,Inf,1,0.05109687148129630,0.9592483289344810,392,6.945,0.0875,-0.0171,0.041,0.0101,0.002,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0488671206280300,0.011766914176147500,Inf,1,4.252782866987080,2.11130270659166E-05,392,6.945,0.0875,-0.0171,0.041,0.0101,0.003,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0309698827369700,0.0109076700773039,Inf,1,2.882794757158470,0.003941641706115430,392,6.945,0.0875,-0.0171,0.041,0.0101,0.004,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0236665993985900,0.011915418626211400,Inf,1,2.0095365998368700,0.04448025726307340,392,6.945,0.0875,-0.0171,0.041,0.0101,0.005,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0298293594778200,0.012047129909443600,Inf,1,2.5126230247804300,0.011983731343452400,392,6.945,0.0875,-0.0171,0.041,0.0101,0.006,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0338522948015300,0.012245606046160300,Inf,1,2.81071636674775,0.004943134044639130,392,6.945,0.0875,-0.0171,0.041,0.0101,0.007,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.025601080589650,0.012302208530734700,Inf,1,2.107428669297360,0.03508043868997360,392,6.945,0.0875,-0.0171,0.041,0.0101,0.008,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0450736563169600,0.011965182662247400,Inf,1,3.8507181708375700,1.17771963078348E-04,392,6.945,0.0875,-0.0171,0.041,0.0101,0.009000000000000000,0.0152,0.00127,0.22
(switch / repetition incongruent) / (switch / repetition neutral),1.0289647399286400,0.013070325694789400,Inf,1,2.247857193744030,0.0245852974891142,392,6.945,0.0875,-0.0171,0.041,0.0101,0.01,0.0152,0.00127,0.22
